698.23,587.91,613.92,635.73,668.04,603.97,698.05,587.97,663.38,528.76,621.29,502.19,678.7,627.9,668.28,631.79,373.38,322.48,633.5,616.27,481.76,497.41,228.46,212.09,139.21,188.7,227.38,287.19,469.39,502.08,297.83,286.35,697.09,662.59,688.58,650.42,593.5,577.76,617.36,585.83,543.02,526.22,605.72,569.51,547.43,619.29,598.31,592.89,598.17,588.54,591.18,591.79,559.15,578.75,487.21,470.46,535.31,502.18,640.52,588.72,587.82,598.41,635.79,624.28,630.26,612.1,619.94,602.74,604.6,609.51,619.7,575.13,896.06,700.54,586.01,576.88,506.12,495.77,670.68,633.98,625.72,590.65,576.94,512.55,540.35,558.15,536.77,522.65,339.83,346.54,616.11,563.93,644.13,564.88,743.93,702.35,714.01,690.71,705.99,676.23,586.77,570.46,624.71,640.65,730.15,739.98,526.4,457.11,743.56,764.21,714.27,757.68,768.27,745.67,739.86,766.71,761.11,614.36,860.44,631.79,694.27,651.53,734.24,618.68,710.11,613.48,701.84,627.84,702,622,760.26,674.48,756.79,670.78,626.63,578.25,634.94,579.29,701.88,637.85,768.8,664.25,787.06,667.59,803.26,647.74,567.58,567.33,718.26,706.52,760.43,714.54,538.26,395.87,638.7,618.78,616.47,585.67,568.21,554.88,609.67,585.88,718.8,685.8,703.78,683
688.59,584.58,608.88,630.66,661.59,599.35,688.51,582.64,656.79,523.26,618,499.3,671.18,622.54,663.72,627.6,365.68,318.82,626.73,612.07,479.65,493.36,224.64,205,136.21,184.47,224.23,282.95,467.31,496.62,298.08,286.68,691.26,657.76,681.86,647.93,591.62,574.53,609.6,580.84,533.02,521.63,605.28,567.61,539.03,614.47,594.23,589.66,592.79,582.66,585.87,586.25,553.93,570.66,477.25,448.41,531.1,496.52,632.67,585.34,584.25,595.11,632.68,621.01,625.49,606.44,616.24,597.76,601.99,606.28,614.8,572.41,876.05,691.39,579.37,572.66,506.24,498.28,665.67,626.15,623.06,584.71,577.25,513.34,537.59,549.17,533.96,523.57,330.42,334.6,610.19,561.57,637.38,556.72,735.15,693.64,708.07,686.77,700.62,676.28,582.05,561.82,622.23,640.7,727.62,737.33,509,442.3,734.29,748.86,707.97,752.68,763.33,744.31,743.4,757.25,749,607.24,835.56,619.96,684.29,643.38,725.13,614.57,703.16,613.02,697.31,623.16,694.5,610,747.74,666.2,747.48,667.89,627.86,581.04,630.5,579.57,697.32,635.7,751.71,656.61,771.54,668.09,788.93,643.63,560.17,558.05,710.31,703.5,750.56,708.69,529.05,392.45,626.4,614,613.22,583.42,567.57,556,606.65,584.38,713.4,679.2,702.11,680
688.45,583.19,607.74,628.15,661.01,596.17,692.13,582.73,659.15,523.52,615.28,496.75,676.87,625.21,662.37,625.54,365.87,322.97,624.17,609.54,475.64,491.74,222.33,204.53,135.55,181.83,219.36,274.54,461.97,495.9,291.38,284.51,694.3,661.99,682.01,648.69,592.23,574.44,612.21,582.39,539.53,524.36,606.58,565.85,541.49,616.51,596.09,590.9,593.58,584.5,587.12,587.77,555.85,574.21,481.96,462.26,531.65,499.47,633.34,582.64,583.54,592.25,632.51,618.59,628.23,607.67,617.03,598.91,601.44,605.54,614.89,569.64,870.42,691.98,580.85,574.28,506,497.03,668.25,626.67,623.53,586.06,575.12,513.69,538.32,551.55,532.65,521.98,333.74,339.34,610.55,561.76,641.27,563.49,735.96,697.17,708.45,687.29,700.83,675.24,585.42,573.59,624.2,645.14,731.54,742.84,511.4,443.23,737,750.26,705.97,751.25,766.43,751.01,744.56,754.86,763.53,602.56,837.72,618.68,693.11,645.78,729.9,616.04,702.53,614.88,695.25,623.69,690.5,610,749.8,669.17,745.95,667.39,626.21,580.96,631.56,583.21,694.91,638.73,747.27,658.32,764.17,666.03,786.52,643.78,553.77,557.36,712.85,703.9,754.21,711.43,522.44,387.92,635.5,618.89,612.63,586.7,564.7,558.6,609.47,585.4,714.6,683,704.39,685.5
690.69,581.14,608.01,625.35,659.02,592.29,685.21,575.04,652.01,514.94,607.84,488.7,667.68,616.08,659.34,623.94,360.69,317.18,618.67,606.48,472.76,488.73,219.46,201.35,133.13,181.76,219.86,271.88,461.82,492.91,283.87,285.96,686.74,652.32,680.75,644.4,585.29,568.94,606.69,573.04,532.41,515.97,604.51,559.42,536.63,611.3,592.88,587.08,592.52,581.49,585.31,583.27,552.24,569.77,472.92,452.01,528.33,492.4,632.51,580.81,584.49,592.6,632.76,618.16,624.27,603.39,614.53,595.33,599.95,602.86,614.99,569.13,857.89,679.91,572.54,565.69,498.05,493.04,662.27,620.89,620.03,581.07,575.72,510.63,534.14,545.96,531.49,517.95,326.87,330.69,607.62,559.81,636.18,556.94,732.71,695.27,707.18,684.5,699.5,670.67,579.09,562.48,623.18,635.3,727.93,737.41,508.84,443.91,727.12,745.26,705.93,750.99,763.43,751.03,744.82,753.5,729.74,595.76,814.76,614.29,670.33,636.97,713.1,609.63,693.1,607.23,683.29,616.02,678,600,731.93,655.61,735.36,660.42,620.21,569.35,621,571,691.09,626.55,736.82,647.97,758,659.38,773.22,635.07,547.93,552.86,704.89,698.4,748.43,705.88,517.13,383.17,623.7,608.89,606.63,581.06,560.15,552.95,603.49,581.69,709.8,680.8,699.78,678.83
689.58,586.61,607.92,629.21,660.16,599.53,684.07,581.79,653.98,520.44,619.75,502.44,672.29,618.31,662.96,625.95,395.01,334.19,621.99,608.69,487.59,499.61,230.02,210.97,141.17,186.69,234.98,296.49,471.19,507.01,301.09,280.85,694.89,660.42,680.24,644.66,588.14,570.6,620.32,585.62,543.23,525.96,612.6,571.57,541.63,613.86,593.16,588.33,593.33,582.44,585.8,586.37,553.82,571.92,477.25,459.46,530.45,498.3,633.64,586.11,585.43,596.04,632.07,622.44,624.5,606.47,614.76,599.13,601,604.76,614.13,570.98,880.6,696.54,585.58,574.17,510.45,497.36,675.95,626.52,628.86,584.79,582.46,516.69,538.53,549.93,533.88,522.48,335.62,339.78,606.99,556.36,635.8,555.36,736.4,699.88,706.41,684.34,697.78,669.54,579.57,562.28,615.77,633.71,723.18,733.89,511.61,436.49,732.27,753.89,704.56,747.02,761.53,741.89,737.64,748.61,773.42,593.04,833.44,624.93,693.55,645.1,732.11,613.97,708.32,610.89,697.29,618.8,692,608,758.88,664.95,755.4,659.44,631.33,585.5,632.5,581.21,698.82,627.7,757.59,655.84,778.51,662.09,795.04,644.96,579.44,570.36,712.36,702.39,746.22,706.25,563.56,413.71,633.1,621,617.06,588.48,573.53,556.92,606.58,584.16,714,678,701.06,678.83
690.78,584.87,611.49,631.18,664.01,599.41,693.94,585.5,661.16,526.69,623.4,503.86,682.47,631.3,662.66,628.04,365.81,329.67,624.84,611.71,484.52,497.95,228.57,208.93,138.92,191.1,225.72,285.59,469.22,504.83,303.62,297.94,696.82,668.01,683.02,646.06,596.76,580.08,613.93,584.2,538.04,524.86,608.56,570.59,542.04,617.42,599.75,594.4,595.08,583.89,589.99,589.97,556.5,573.54,472.48,442.3,533.67,496.92,634.94,586.99,586.2,595.53,631.88,619.32,629.19,610.5,618.5,599.56,604.54,608.76,616.01,572.91,882.46,697,582.33,576.86,506.61,500.14,669.84,630.82,626.01,590.02,576.63,516.69,537.74,550.98,533.46,521.44,328.99,333.81,609.09,561.76,636.97,556.34,731.47,695.45,708.45,688.78,700.16,675.82,580.19,561.57,620.77,638.97,730.53,741.76,515.78,440.69,731.27,746.75,708.8,752.51,761.2,745.35,744.44,764.7,768.16,614.52,849.88,620.36,699.46,647.24,733.45,619.03,704,615.95,699.27,627.57,709,619,753.47,676.46,751.62,676.33,630.19,588.04,629,581.57,703.97,639.76,761.32,666.98,774.03,673.24,791.04,647.26,561.76,563.04,718.62,704.84,750.22,709.44,529.75,396.03,627.6,609.11,609.41,581.73,563.06,557.87,608.26,586.29,716,680.6,705,685.17
689.67,583.57,608.95,628.41,662,597.95,686.62,580.4,656.37,520.27,618.56,497.97,671.21,619.11,663.06,625.6,372.96,327.84,622.02,609.29,477.35,492.76,222.68,204.35,136.5,182.81,222.2,281.55,465.78,509.37,293.45,281.36,692.91,660.2,678.62,641.31,588.35,572.57,620.98,588.44,546.57,530.06,614.2,571.46,541.65,615.56,594.54,588.8,596.93,587.17,586.8,587.12,555.5,574.36,479.54,461.06,533.66,500.95,634.39,583.26,583.52,592.4,629.53,616.17,625.59,605.84,613.81,597.59,600.23,603.31,615.42,569.71,872.68,690.2,580.49,573.57,504.39,498.06,670.39,627.03,624.98,587.82,578.48,518.92,537.17,553.48,536.13,522.93,335.37,340.67,613.4,565.98,642.6,564.6,740.13,705.76,712.98,692.88,705.27,677.12,584.9,573.19,623.89,644.32,734.19,746.02,520.7,442.14,740.62,757.32,713.06,757.23,770.85,752.37,751.3,757.1,753.63,596.04,839.84,615.04,683.99,644.4,726.92,617.38,703.12,614.72,691.67,624.88,684.5,607,746.43,667.39,746.02,667.56,629.07,583.98,632,576.93,696.5,631.61,749.53,659.01,771.46,666.82,785.52,643.07,556.05,554.87,705.35,699.77,741.92,703.18,535.01,392.79,637.5,620.56,617.38,590.03,570.77,562.1,610.49,587.83,717.8,682.8,710.22,687.5
687.24,585.49,607.76,629.9,661.49,598.18,686.22,578.06,654.22,518.65,614.35,495.8,664.33,613,662.48,627.54,359.44,323.68,621.24,609.21,475.74,491.98,224.87,207.94,137.94,185.89,223.2,282.07,466.48,496.27,293.9,284.38,690.97,650.33,677.95,643.83,589.3,571.64,612.44,580.97,541.43,525.28,605.95,568.02,541.6,613.41,592.87,589.15,593.21,583.75,587.01,589.24,554.6,574.11,476.44,452.97,531.23,498.18,632.08,585.21,587.24,596.9,631.39,620.42,621.97,606.76,614.35,600.51,602.56,605.34,615.11,571.17,882.9,694.12,580.76,573.03,505.07,495.9,665.25,622.42,620.03,584.27,575.94,513.01,535.77,551.59,536.02,521.64,331.85,337.47,609.61,562.49,638.51,558.15,740.86,699.88,708.7,687.35,699.69,674.44,584.54,566.47,624.06,642.33,732.33,742.16,517.94,443.82,733.08,750.45,707.17,751.68,763.42,748.08,746.51,756.82,756.58,614.08,852.68,626.71,691.18,648.55,732.45,617.93,707.4,614.16,700.51,624.08,699,617,758.05,671.22,756.5,670.33,622.3,584.94,630.83,579.93,689.03,635.45,762.22,662.75,787.03,670.53,794.19,646.3,552.1,556.52,698.7,699.57,741.69,703.83,532.42,397.13,625.4,614.56,611.75,583.85,566.66,556.27,604.16,581.31,712.2,676.8,699.44,683
688.32,584.84,609.53,629.45,661.72,598.64,684.74,578.94,654.92,520.61,612.68,492.59,666.34,612.31,664.33,627.85,345.96,326.44,622.81,609.34,473.54,490.92,220.46,202.63,137.89,180.04,224.67,275.39,463.65,485.58,292.3,280.55,689.74,647.35,683.45,646.12,590.69,572.61,605.56,578.17,536.27,518.64,592.7,565.55,534.47,611.13,594.15,589.5,589.6,581.13,587.45,587.75,554.14,573.03,473.86,457.32,528.58,494.48,633.68,584.68,586.5,596.32,632.77,621.97,625.64,606.44,616.02,600.5,602.11,605.36,615.17,572.43,870.69,690.22,579.49,570.35,506.29,498.34,662.68,618,619.42,584.17,568.78,505.19,536.72,548.56,531.48,520.04,332.16,336.7,609.92,560.42,639.71,559.94,730.74,693.75,705.28,685.67,700.5,674.06,585.42,568.81,622.57,641.41,732.5,743.13,525.5,447.24,738,749.33,705.19,748.04,765.1,749.6,746.13,754.13,760.16,589.84,835.16,613.68,690.39,641.47,727.6,615.29,698.16,613.04,688.51,621.67,688,604,749.94,667.8,742.24,666.86,620.44,578.75,618.44,573.14,673.68,630.64,738.22,657.22,759.31,665.5,778.74,641.07,549.68,552.45,697.97,699.94,745.01,706.12,519.07,381.63,628.1,615.89,607.41,585.73,562.51,553.27,603.54,582.64,711.4,683,697.22,685.83
689.95,585.39,609,630.02,661.34,598.9,688.5,581.97,655.76,520.98,612.84,492.57,670.57,619.7,661.95,627.86,351.28,313.52,621.1,609.05,477.51,493.62,225.01,208.76,139.06,186.38,227.08,281.13,463.64,483.63,294.14,286.44,691.51,650.33,682.12,648.38,592.95,576.69,600.72,575.91,526.32,515.2,598.94,564.24,537.24,613.89,596.95,591.1,591.57,580.02,590.81,590.56,556.38,575.39,475.53,452.79,528.62,493.72,633.96,585.6,587.94,599.07,634.79,625.36,627.18,609.09,619.97,605.03,605,608.7,615.97,572.89,883.65,695.27,580.76,572.03,501.82,494.15,664.65,626.25,617.82,584.26,565.42,503.01,534.86,550.65,529.95,516.55,327.98,335.75,608.82,563.79,638.42,558.54,731.11,695.25,706.21,683.46,698.61,673.99,578.92,563.66,621.02,639.11,730.1,741.18,518.81,442.79,741.27,749.71,708.22,753.6,763.24,744.47,744.53,761.06,750.21,606.24,843.56,624.75,685.95,644.79,725.8,614,702.26,612.59,700.27,622.88,701.5,609,751.3,663.69,750.29,662.42,616.88,566.35,624.44,570.07,688.53,635.48,761,665.4,782.17,667.88,790.41,646.11,558.22,559.8,704.5,701.23,750.16,709.05,525.18,391.34,627.9,612.89,610.34,584.12,563.85,554.28,609.02,585.02,717.4,677.4,703.72,687
